"","M121_Smoke","M191_Smoke","M205_Smoke","M207_Smoke","M443_Smoke","M447_Smoke","F195_Smoke","F197_Smoke","F201_Smoke","F202_Smoke","F444_Smoke","F445_Smoke","M141_Control","M187_Control","M307_Control","M386_Control","M421_Control","F181_Control","F301_Control","F381_Control","F427_Control"
"17425301",5.87407151674705,6.04175195082563,5.73659309833125,6.11867195189432,5.67178666001957,5.5309407400232,5.62481172953214,5.41535249252277,5.79243078012242,5.55256720333341,5.36351662593662,6.11302930553722,6.39932268541798,5.98136645474787,6.15561479729559,5.84633188288566,5.49571591391015,5.80013303392115,6.15143445205635,5.84356388350653,5.65067640103399
"17218430",3.26432282612759,3.38891054954769,3.2308194955483,3.39940055902666,3.27719078651969,2.63948969547041,3.03034562129635,3.89617756607812,3.23034809569417,2.99924490873752,3.9524667757908,4.17964517395853,3.17825438247016,2.83794672075885,3.47189369903312,3.1822078379991,2.84341980648367,3.21911773618302,3.25793941655054,3.43964030458625,3.47034492254772
"17476673",1.42713542312129,1.62324598434478,1.67286065799045,1.15755130753854,2.11598424837737,1.19397901607676,1.42713542312129,2.2530940462635,1.42084710350114,1.77418565639532,1.42713542312129,1.60411535871632,1.7177851832312,1.2787349609341,2.11861046809996,1.61831538229581,1.71597105843309,1.34958561087036,1.21566830278718,1.13481447652216,1.08979348267534
"17468887",1.34958561087036,2.005293005163,1.03220985747183,1.34958561087036,1.21455722873236,1.61737028279408,1.34052845940221,1.82535823688373,1.45868272897372,1.74627379248357,1.14259600351601,1.34204591863349,0.992963868593212,1.42609178665269,1.70932547115534,1.09970706144363,1.31132922707834,1.28543437654038,1.59864840710523,1.15361954549106,1.57064748961846
"17468879",1.55742873978118,1.46184464544865,1.33068748748383,1.25131950436491,1.236743031325,1.94390353139852,2.16942398301879,1.34412212430295,1.97333679044352,1.34687501634913,1.63888000085341,1.92127966551053,1.80207507079328,1.26467312729156,1.05765978376279,1.34849539903143,1.63915263962096,1.17871046832732,1.43659966197189,1.10370814824842,1.09137737029263
"17460773",1.33000488192476,1.46211088676664,1.36592238277975,1.80553896517733,1.71873425069081,1.63067392047842,1.71696249122539,1.5227573326978,1.70016821102497,1.23176065252469,1.96891126261943,1.28493780904145,1.19578167312434,1.15755130753854,1.3999308517725,1.27989841825477,1.14089991471351,1.75067528007971,1.70526593147591,1.34869629928565,2.02183653898534
"17460747",1.15055400865487,0.956687334307792,1.36600420093137,1.4153893919333,1.14406390628426,1.04924792805195,1.21273404364901,1.45570467877491,1.08547478879401,1.61682879718611,0.914619452321538,0.790858189181226,1.12560269113027,1.63240380648203,1.48492406319928,1.00965573495938,1.43650760908402,1.28729633833262,1.21273404364901,1.40914133590341,1.04286790101879
"17458952",0.903833336426106,1.0396612155091,1.54895268088779,0.787354902930345,1.01656935031943,2.01384283145623,0.890432597874219,1.29503298620739,1.56722947472602,1.08394307667506,1.08985672534475,1.46056099263746,1.04126700893998,0.778248341610535,0.912324333258211,0.749301311826021,0.977530452756878,1.06621832646458,1.06621832646458,1.42713542312129,1.06621832646458
"17451649",4.54467692993889,4.80461902663817,3.66506003464153,4.41214025394109,4.1856973894796,4.58783018125116,4.54208831404496,4.42119086938717,4.58072335717627,3.84873465643454,4.14218944473131,5.00114851412229,4.41340408539614,4.18837869939907,4.43743801196476,4.21150031573827,4.70212979817898,3.99341531719396,4.82009892740413,4.39343561625735,4.0430513398001
"17456084",5.36984106147117,6.15435986430558,6.74977379269041,6.25105173996039,5.75605077153587,5.4259624448686,6.66385494987345,5.69812444858873,6.53656741137596,6.27857801836864,5.82219882715539,5.70683988438616,4.90139478978492,5.1022269987035,5.50839726049652,5.64778510345964,5.98511428779959,5.40901116434574,5.62720588683822,5.62190198699073,5.92121637187021
"17257444",6.9374078689142,6.72027049655977,5.9323081881799,6.93142854484465,6.90770952517478,6.78411691689701,6.12800276158861,6.63510514326794,6.12446733173162,6.72909899506177,6.82272889459189,7.20917341393186,7.89443232090307,7.20723645312417,7.14743487180833,7.22588011748891,6.41756032476547,6.95676006864255,7.54077430087313,7.04964771619122,6.91525716780327
"17235029",1.86534295619495,1.59001495815793,2.36013707133398,2.00127209039179,2.098321915786,1.77834989669403,1.83040713670357,1.34156989070061,2.15213464459505,1.9150570838115,1.5362873204164,1.60831160559731,1.72879637620781,1.51985922008761,2.09330996963362,1.84977633396426,1.4020062925377,1.40967683369055,1.83500777151437,2.21914923704066,1.75249266141857
"17265560",1.45401056893838,1.42723043826811,1.24864251921549,0.989682599857999,1.35110251677542,1.22516887102587,1.60092798856011,1.32176491293317,1.04850689074435,1.29973255273609,1.41202410878593,1.17395475631065,1.59458344033807,1.48719650881655,1.28982365251211,1.33914678895166,1.00546494603466,1.04027389213987,1.42852572568051,1.17994140350101,1.02119719884871
"17409792",3.58624277780302,3.47891767965147,3.03231561491516,3.08644953735323,3.88464125425376,3.62873913732441,2.92746856025152,4.23479550615087,3.36997997422189,3.31858347137343,3.50377893479321,3.76911773650502,4.19333590347221,3.92264514278342,3.84499991070817,3.15359168956469,3.61186320782055,3.99463560261283,3.95660621009684,3.3399214602669,3.36809419323143
"17395718",1.64883277368564,1.50227365025517,1.80582468178242,1.66224665774004,2.07726029976574,1.47720464290427,1.39687087235649,2.33598929589807,1.59566589317435,1.6196532710545,1.33240486215783,1.99346594674663,2.10065551602585,1.93888258909971,1.62458545745422,1.84774143778955,1.75122169055516,1.86727957345882,1.81927460299417,1.34325172315977,1.94488494315343
"17407124",1.20193741971214,1.56942980582436,1.86345014387779,1.58671932796317,1.61647888865798,2.12305501060071,1.62675038720747,1.82143300712894,2.21636615454604,1.44568688805296,1.60266883492639,1.23056582664019,1.56870951538525,1.65699089969118,1.15848761332357,2.34546413023581,1.24053593147003,1.65383010130725,1.84316216811739,2.33002887017717,1.64972549088621
"17366241",2.57837003494753,2.8948624293879,2.51583529334783,1.67193051906293,2.65967135473903,2.44497433857484,2.24603921071134,2.39806605850222,2.06298155840776,2.79213022276003,2.00825052619441,2.34402668963097,2.85624303113755,2.3802989428046,2.87875210428529,2.63404148116843,2.15656720015313,2.30472288438745,2.5826732684609,2.37195403435057,2.42092362372098
"17332645",4.08149870117411,4.67582710188051,4.50288912836837,4.78525477438154,4.87459445799586,4.29815672643006,4.54138453066523,4.41059055481167,4.65335822305634,3.89881734702512,4.6705804025782,4.42186546719966,4.4686986595715,4.1026611718278,4.92926123249571,4.46444120778219,4.44783243702801,4.80783732056347,4.82666831743128,4.3667434573762,4.13280850084891
"17338103",4.39137763930337,2.90434003546507,3.26370997158697,2.88846121898358,3.08827752694659,2.81425187399744,2.57070832054387,3.43140333201414,2.7913138244912,2.21672037961214,2.39398662190125,2.73413181277412,2.76370770656329,2.73918189426148,3.02348960112158,2.75512342368118,2.72101395975165,2.59391367833128,3.5896011769053,2.41869293382429,3.40153074259042
"17336980",2.02348522560743,2.63621256880424,2.22328778975232,2.19555993492158,2.15092909421012,1.82488680949765,2.59165368731683,2.3121960162512,1.99400463248509,2.18636239568174,2.22328778975232,2.59379726859694,2.55412587562521,2.79719708316312,2.18949089440653,2.17209532841334,2.46239211195762,2.55893355958343,2.26636287219277,2.17490597683546,2.58701331198406
"17513995",4.8131139974828,2.21573811047806,2.28116560961509,2.80328405329075,4.37687225658766,4.64228607547295,3.90643972211589,5.57125680060317,2.46021274479313,2.09302956628195,4.07551337166014,6.1318294618397,5.15414680003861,5.20757611243681,4.8970729787775,2.66640647171011,5.96465454753395,3.42325897316453,6.90150563500155,2.82722146332697,3.14492981176657
"17332595",2.67039526437679,2.59137867420382,3.0189741241377,2.57554681004174,2.3732408547367,2.40748032675073,2.80542996418303,3.31860488391865,2.80447795836031,3.23273186313086,2.59801266518564,2.44454398228036,2.45598034558947,3.49567890636193,3.52860708236035,3.47393759698425,2.92365341258064,2.66525368365655,2.69800930608149,3.08756064654539,2.38209659853951
"17355386",3.21275714841211,3.79658279710989,3.32012781217834,2.73666623280258,3.23964080482397,2.59426667876574,3.23609218710085,2.87782873041235,3.39931553362418,3.95183503056872,3.40131901357444,3.22919799127418,2.71243867392229,3.1564150987294,3.89651738615027,3.07344357046553,3.22437999589358,3.47832396313187,3.60814533945734,2.36240151268441,3.55546396692603
"17389510",7.18621657927868,6.94913030482842,7.12866609619605,7.19604558030449,7.27773519266425,8.9646758513648,7.3738230185642,9.00647535121227,7.05836079849928,6.99600231772225,7.49912872759078,7.70297577503436,7.40940736875348,8.81617062384902,8.93758639356415,7.15456967014877,8.84336407935673,7.90149088818673,7.43061845535777,8.02187997231004,7.38088317282993
"17336965",1.20834941291717,1.62731891459534,1.73538180024515,1.84850616400697,1.62731891459534,1.60917508417607,1.98699391678086,1.65468938934532,1.41292830722159,2.13179641325255,1.23767430119438,1.6593010749289,1.81420167583607,2.36753776531234,1.66981932047878,1.27818733571237,1.5672447755717,1.15229556846069,1.47912945796298,1.73892573515494,1.32622540112764
"17351446",4.03456889347538,3.26798423168974,3.71521518582164,3.26798423168974,2.92602008509948,2.87658285834049,3.77718707756642,3.33811743554278,3.27788065949318,3.31540767307153,3.17501640924902,3.536836118957,1.97346565687362,3.26798423168974,3.26670854240302,3.36133687434655,3.23072857251295,2.74971874582743,2.66259051884526,2.94959249071219,3.51015457216909
"17498072",2.27770246372196,2.50087334810007,2.02718075985133,2.47491931147732,2.23796332297712,1.91439080756549,1.93481106431057,3.01154438792089,2.18160272137218,2.85909725133852,1.55976515796622,1.98080663012576,2.14041772458303,2.53092927296586,1.91280379488182,1.78354814903224,2.29611794140552,2.3044455633229,2.46655022472318,1.82074836327391,2.3145975852526
"17239695",1.48769928087404,1.2696479132652,1.02583982484037,1.06629700814948,0.69442038849923,1.93506762359289,1.63667325027397,1.36197590781215,1.51504914001531,1.87896412416319,1.40231336132402,2.1989768290308,2.14352133991913,1.53790906246582,1.60677496785061,1.05134807333281,1.13742103146666,1.33977994165588,1.35063479842819,1.43595702929376,1.25500986211095
"17443083",1.9405520745798,1.97640787469829,2.06249210086678,2.5853974516572,2.07234002713393,2.28808800901146,2.42375921272821,2.3232977779547,2.08533774501837,2.48616428572083,1.91359586546296,1.86206605328729,2.30540100382239,1.86112661283042,2.49092893013898,2.42545481453069,1.90199898181316,2.10454185048999,2.08716185749822,2.15322548440267,2.2703055267636
"17246613",4.43012646577003,4.51252815628136,4.12397929054654,4.23548359253198,4.44715370518213,4.51845350163394,4.99296645353707,4.78110212581297,4.27638124888138,4.70847270276931,4.68188532678239,4.78615662719011,4.42192046488192,4.35251117506034,4.5578366504536,4.27696744342594,4.78250272891914,4.35597400872287,4.66017853494957,4.65374951490235,4.12476647717166
"17468183",7.23549897510123,6.13093675650533,5.87631219152217,6.3419993608057,7.6077647686828,6.46114833159986,6.45640566107629,5.81568738918517,6.31151693622701,6.45964965756711,6.63694421975402,6.29033292813301,6.77947756560167,6.44640907855441,6.10619370508799,6.04880863771778,7.42256964143563,6.14053331686942,7.18226954262134,6.1555308044767,6.60863408671763
"17247519",4.79004654759137,4.57159562926366,4.01947675256588,4.42152925549407,4.08948643889362,4.94381364736751,4.63698336142089,4.50206201214099,4.39893318526947,4.20257717361493,4.21833592976738,4.4735658173476,4.60190317805061,4.23533519144726,4.93603486533652,4.90847145258195,4.15963246447663,4.16511708433302,4.57069587290943,4.65593616324442,4.53788597585871
"17290603",2.64240521358707,2.33618137769808,1.81474374072605,2.02371930648839,2.10100334745262,5.30386129680122,3.76399109991346,6.19018339323677,2.03793499733719,2.51087024579635,2.37353383445564,4.00733618142872,2.97576066544095,5.08647221378659,5.81651385796156,2.65133043259152,4.71676939443285,2.90717971343484,2.8762885364228,3.55854536727346,2.30510419659563
"17306201",6.34290203323413,6.2804385906,6.51333783479534,6.13914652546429,5.61293994734489,6.08111898248701,5.97099002540579,5.64903004143515,6.46043598947927,5.9697718345027,5.95500812678577,5.76470790148321,5.87661970338199,5.91656871251073,5.83930159649098,5.7529323764037,5.97099002540579,5.8301815756034,5.53449177056592,6.3748386347158,6.20532108512066
"17364098",8.48487349948512,8.47661455079793,8.60126598079806,8.40010002354432,9.07578687825908,8.80340564153739,8.89105879664389,9.09365794864705,8.78098621234659,8.51793255483826,8.29582565962672,8.56049288200444,8.59347725510119,8.27683860453143,8.51718483146637,8.04772535278553,8.88679639917963,8.0955296938231,8.62473213915628,8.0006045204612,8.4786655009935
"17237170",4.72139786024063,5.23220815241701,4.58008683211389,4.89866160702696,4.70736018315198,3.6625582113627,5.53683893859557,5.07856327875498,5.09598437516285,5.49092463307296,4.46024932585698,4.82712615318992,4.86381740833115,4.80551477681358,4.56523545877155,4.64722726954605,5.27334149718558,5.01234627272797,4.61273189537728,4.77823537498335,4.99214849079444
"17315152",4.7655103903426,5.08590210782858,4.93356611290542,5.24472001560165,5.08590210782858,4.6293626079867,5.05316996528857,4.26432173569517,4.85920670331135,4.95771135807818,5.44520362657489,5.45293131576045,5.30418985100288,5.08079624656648,5.43459291655681,5.36423108987113,5.04322825063189,4.98150826417634,4.63002205810125,5.10970325867861,5.3929418591008
"17370598",5.38081857571045,6.07658812472373,5.45390614216821,6.01064423039609,5.53227942718064,5.76304780898906,5.76191536227903,5.6427726962031,5.68052492479533,5.69976882638144,5.49620402647629,5.93413649551193,5.96100113696293,6.14329240251292,5.74668922248639,5.86916755856848,5.53776370033681,5.99044036237987,6.0616711677874,6.07451147574092,5.67043173307157
"17474258",1.50055861687557,1.511697021711,1.03220985747183,1.30499847079229,1.93295590005516,1.511697021711,1.62932751976076,1.75264439446245,1.49938945175253,1.340157046228,1.511697021711,1.281421642046,2.16834739000853,1.27070646543574,1.60673330434885,1.7634638465792,1.74150051367645,1.511697021711,1.85276262071303,1.61949621925769,1.28016919756068
"17256991",2.06967786619498,2.49810426885935,2.14422011916751,2.03683900864535,1.68285908015543,1.76744016505728,1.56017419677602,1.25647982093697,1.64027481904766,1.54982770364646,2.48593479563844,1.90084000679805,1.98060036325879,1.89051038360148,2.0350344862079,2.05767661517335,2.15192673084891,1.93156341231276,2.0597625718048,1.77796149962748,2.266185903792
"17282343",2.10199654527303,3.23174939531711,2.78356515797462,2.23912632655777,2.45685912490176,1.91116943617763,2.37632679885626,1.83067052130735,2.15967443391881,1.9364292033685,2.54669508111804,2.41149183104611,1.94224608398336,2.60242911411371,2.60819923728836,2.4876605342408,2.35947377485064,2.98029322595776,1.98097902965488,2.55898967950097,2.09502864570231
"17481770",3.51996412052614,2.91530384308734,3.08928817544666,3.11959575390005,2.7614701155276,3.45079876402042,3.27182456073739,2.84049209688868,3.29979505437194,3.6430863259223,3.20579499236719,2.42958022626347,3.99311445530162,3.6091591690881,3.40803148142825,2.83420154264675,3.52650336420706,3.34068332489756,3.52279454040005,3.23272142392916,2.80223313047654
"17250660",2.42321358821,2.06196649227862,2.3171738668167,2.34728327782243,2.54258708789207,2.39108296224803,2.52925733161151,2.57160421196147,2.43506212123727,2.49939488487684,2.57117235691156,3.22879139923913,3.24493428597263,3.65535482460039,2.37531477758998,2.89885053481744,1.96991337559528,2.43888830561459,3.03861778781817,2.81428238973078,3.12116465191621
"17301502",1.35590253736666,1.47572826069509,1.67370108239073,1.45517461693944,1.39995641309491,1.2368153828532,1.95149511218927,1.75760913737438,1.28370724690491,1.78359626475043,1.35420151747755,1.83184178022833,2.4148133298136,1.38742260991937,1.51061820797518,1.503321561017,1.45124485632567,1.79694252201102,1.59823465288818,1.39235501461848,1.30618912298281
"17360440",2.59231425640478,2.09031502602386,1.78421951558441,2.01610980673234,1.8414778670672,2.55264951292223,2.02156913106291,2.09031502602386,1.93658507494433,2.09031502602386,1.84096316536781,2.35634822067137,2.08233410691189,2.09031502602386,2.13875548553542,1.85302904268447,2.33699857151833,2.29627128356397,2.42501585220914,2.2957794697464,2.63222242833638
"17360599",2.92861159569499,2.58900343385567,2.75074806947307,2.96278649333283,3.67596173644585,2.62588018910666,2.55190955873788,3.23242013789282,2.29091099349037,2.72656708874093,3.4461176146757,3.45542350104543,3.29702994307509,3.40375985457887,2.73833249736414,2.89237862567742,2.92861159569499,3.46227962075313,2.80149202655325,2.89991905243756,2.53209028703149
"17354857",4.08411327356854,3.55097052712213,3.42097300498426,4.68094127558585,3.8701240939172,3.8990478629638,3.97389965167227,3.76244731694185,3.39064028249599,3.77201669171903,4.19847408767657,4.25466025324172,4.69876142649319,4.60739708326427,3.92814636516328,4.1394756807795,3.43948728559119,4.24660370897746,4.53272171300143,3.70821601606771,4.71754447952617
"17279349",2.14891430132496,1.83095805679629,2.06771608123164,2.34514632110389,2.17256985532612,3.38364276537504,2.18109130255431,3.19888527174893,2.36817682322549,2.15342501839157,2.20694991694619,2.49025832738722,2.96118650559465,3.01691339157867,3.28408427739282,2.00398439055721,2.36771909147281,2.52425228477335,2.20504959602501,2.18385171947739,1.91853751216217
"17247039",3.82918143740244,3.7057807548898,4.12768786530908,3.17890402259293,3.42669168813205,4.26049229292873,3.90377735023803,3.45638509666383,3.85665462493004,3.42781508199309,3.96449956137799,3.89474771368312,3.87937952725962,3.85665462493004,3.83636869339514,3.68353254594577,4.28097943865643,4.09719402713288,3.76884793976837,3.38356586368226,3.8958586117023
"17316780",4.03383882819531,4.49443517841364,4.74461057153946,4.72680944014299,4.31857258501521,4.23796142825484,4.33948217298949,4.68559196033119,4.44445589550461,4.01867452443239,4.36483067367206,4.60592374867696,4.36830480198958,4.83568770242682,4.93140803057031,4.44445589550461,4.55737436756957,4.1457350964487,4.70044479117702,4.31341409589829,4.20643745610315
"17507799",3.84183872285985,3.88907590683951,3.59885856215584,3.18470914339117,3.37239387628383,4.03520031967322,4.40949936528468,3.63352760533092,3.47504225821119,3.21282000383746,3.38105971317882,3.61367658974165,3.9251825103152,3.24136852220506,3.52401310824512,3.29359420597349,4.47673881526041,3.36118475682167,3.64779066357409,3.48563372877628,3.70575084291173
"17286271",4.21637949161854,4.10449537048934,3.63986141906214,3.8502385035307,4.07338546304339,4.02152849482355,3.57374540388465,3.77827637076451,3.47760735744503,3.67620819652367,3.84520037410267,4.11381426829092,4.34007605672214,4.36728671636425,3.4629454500474,3.9037643056796,3.85566707478658,4.04040795798015,3.87150039925516,3.9584136795531,3.87796635836144
"17404366",1.79916240966431,1.91369235093663,1.91298738762222,1.60324935455196,2.3284915427438,2.80384151910597,2.12852133050766,1.88598684626916,2.23548482222192,1.80553896517733,1.67492698022869,2.1450557310854,2.37001145584637,1.95804301979109,1.87841385576404,2.45972442388271,1.8299381679785,2.05894538286672,2.33479495676671,1.69085903017772,2.28507966626099
"17533746",3.13160341378799,2.62555351760345,2.56252347088391,2.46143830435206,3.55838523629783,3.30200918443026,2.92054532991865,2.925866727864,2.78854671917394,2.62238413557866,3.10065445266102,3.12372931533437,2.95790144962805,3.23122708840206,2.78813560448609,2.29475710209969,3.11818713514246,2.88993550815878,2.89897559713639,2.49220770320126,3.23742313452103
"17536201",1.00853354235025,1.48909411375345,1.25108365590503,1.18566822648318,1.32629965239712,1.06461545261049,1.60735028585007,1.57240754504601,1.24505975572145,0.995992804985223,1.18427181827376,1.05731841374766,1.24656943555943,1.45259541554083,1.2472868207302,1.60233021774299,1.05668537959124,1.57987918185337,1.07857743183523,1.02105813750201,1.34659869913795
"17324322",1.79404105390723,1.41839109725459,2.90342121294271,1.51328469813986,1.60841642656005,1.79404105390723,1.55049750045367,2.0523759346614,1.53953304068877,1.29856366561112,1.93659685154198,1.69255826518996,2.55880653377598,1.89398992619754,2.61568849823668,1.81420167583607,2.16442155192916,1.5756082293605,1.41823600748482,1.69602610218581,1.77492500870955
"17240621",1.56950430682918,1.65454330678623,1.32693695320361,1.51256661957426,1.80204157073402,1.9925589197572,1.42009454615941,2.16834676236015,1.97963100546201,1.75428384805535,1.41093359493606,1.58693286501594,1.75503123608151,1.96848783126668,1.49026658339806,1.49335803602316,1.88514932352836,1.64225534756717,2.05245453971515,1.83106919323128,1.57674949947438
"17242401",2.50805363115875,1.88944068635023,1.92854973094418,2.67919156967536,2.04239484010945,2.34949444108482,2.334108941447,1.84746084746818,2.06441017155498,2.65341850262523,1.86478609985652,2.05274425421535,2.2044580827186,1.70150678344603,2.20039463288357,1.59090076690912,2.14897177014469,2.06441017155498,2.37858612278728,1.86478609985652,2.0462288212147
"17418904",5.35097833107234,5.33226003031291,5.37283161918499,5.1790647047681,4.91359362046324,4.81733855871317,5.290124760075,4.86802087338424,5.426974723822,4.95433150406623,5.2152335020548,4.8246886445294,4.75652411220334,5.05705518145588,5.00318608212932,4.53376672277877,5.25993672015919,5.22330255906581,4.86829115940664,5.092020768293,5.0721523785609
"17431720",2.34399633618729,1.3924225609028,1.81161609646271,2.18967001000834,2.41886938474705,2.01263323344412,2.0600914348164,2.29196232470976,1.70064733596498,2.08356789117756,2.08356789117756,2.6830594243297,2.47063414389234,1.77524928924719,2.12299575415036,2.184710893007,2.31077938709605,1.97534537548214,2.20144053855254,2.12299575415036,1.85942355046082
"17538575",6.3379727975575,6.23602551666541,5.16899028816386,5.95473366124788,5.87677585964797,5.57299700644297,5.97643758184414,5.32786333602937,6.28258315256187,5.67308416783315,5.75677376401488,6.03094482642601,6.49331073748576,5.50926979313783,5.7086368718995,5.97937933736024,6.83872654100497,5.92334351468266,6.19162481696944,6.08771875864328,5.36169459419784
"17358103",6.4221386647817,6.72799577716291,6.73839969917573,6.33995653835085,6.7714754903733,7.07079048052017,5.81957706053958,6.78452257273778,6.28988103883317,6.1316746443778,6.60376353213612,6.7714754903733,7.46546452943269,7.26370052538051,7.06538778940526,6.77264550537448,6.73901814571981,6.7711272370762,6.84955812662371,6.97915763537017,6.7714754903733
"17250567",1.72736992669459,1.405631686356,1.41543569146884,2.44392648650611,1.32306574706706,1.41072126238876,1.5821855302218,1.75064450084448,1.49136609776317,1.67025647417297,1.38163492107475,1.63983253635199,1.77736854665234,1.19174299128106,1.50266649774845,2.15265539068294,1.83357389552627,1.96340874765273,2.02060613027673,1.23721601914456,1.42772845352856
"17263724",5.35947776742773,5.42182883653863,5.42182883653863,5.21239610925824,5.90898641736066,5.03989114474916,5.01195479300921,5.10524186977299,5.45064600414994,5.06939864365936,5.43575340468765,5.87793331533749,5.25506245181538,5.62124282581208,5.42182883653863,5.49634917281864,5.42182883653863,5.62689485713713,5.42424647596997,5.59240795033173,5.79665504389426
"17499602",0.896441522446029,0.663620818379643,1.03220985747183,0.975042708760429,1.55539111746259,1.36444463847493,1.32222604449936,1.28423764406588,0.914007754084976,1.63232393454278,1.30681912630456,1.16383962715869,0.789076506224576,0.831481873412861,1.31292201599342,1.13860093348313,0.885694140287404,1.06621832646458,1.47995585966028,1.242704022408,1.06621832646458
"17465711",1.47757687283564,2.69468161092784,1.6954881812796,1.84590583472676,1.77538749417261,2.07239849616031,2.25759794583343,1.89254909167516,1.69493024538257,1.73711639179466,2.02354689890764,1.42729881115372,1.3167429480926,1.9823822451847,0.976056321259925,1.53610898401083,1.63607179281019,1.77166489447576,1.78649194195899,1.58296225013783,2.58143488846105
"17451512",1.99876913314906,3.38828396442102,2.29552825174295,2.40837696670729,2.67658212919829,1.76603507487698,2.99371307008401,2.34362114271041,2.35595426704721,2.22558194311896,2.08795412658272,2.54405860538158,2.1648670215728,1.81126038536447,1.89313491834976,1.97484739775003,1.57084915278949,2.02995992753769,2.17761030620591,1.56751083387863,2.25317715240551
"17251583",1.67450616756628,1.44799171160439,1.66946135106653,1.95282863547231,2.21381687817501,1.71324318753048,1.5307724411962,1.4914304098228,1.989258027622,1.95499476787044,1.66946135106653,1.51280925304653,1.93118642663134,1.59831714818065,1.53538535941886,1.62405200246274,1.42591779761297,1.66946135106653,1.82719116622745,1.66946135106653,2.14678257582393
"17265229",2.85367704493529,1.38218545801418,1.56778653571342,1.53059405387274,2.84818828875587,1.92765512143812,1.59588390188988,1.46307771590306,1.33970261845727,1.88615858698434,1.72587654649141,1.74741888424051,3.12287054509225,1.44371590604222,1.52916032555764,1.42103281563584,2.41822366014887,1.55680445398903,3.83133967873677,1.46546949753034,1.41306482739535
"17264521",1.26701341202412,1.28958696841435,1.71989163195108,1.86779897568264,1.53671152295756,1.78572155092222,1.33954627017304,1.98925150419465,1.47614255396989,1.41617994567459,1.74889993055461,1.41697735219506,1.84309574786998,1.24400673747229,2.06551672141958,1.32088580909136,1.31892393372178,1.48882941071086,1.54409706299144,1.66277613706471,1.54409706299144
"17444961",4.23140602930027,4.71433368247642,3.92303646546832,4.19967519828384,4.75576329823994,4.34542522749375,4.05626884850628,4.76054993685467,4.04645316480701,3.99622580862628,4.49520623146911,4.7443114507577,4.84168176560361,4.91761446060941,4.69416800793061,4.67490745497635,4.49425053138325,5.22601884123268,4.64481535442137,4.64939130156859,4.62987278932718
"17482041",1.511697021711,1.39817358729414,1.82215878820446,1.34958561087036,1.16059971392779,1.43157402805517,1.511697021711,1.28423764406588,1.4590356848755,1.98184108640676,1.97793249798434,1.511697021711,1.63554380475932,1.77531293554213,1.45357410094006,1.32327064856857,1.83912181437056,1.27044686523003,1.95387110707564,1.511697021711,1.56798631571179
"17293428",1.05009190029997,1.02188481074846,1.32798337348574,1.16006264002482,2.06604693089946,1.04728930825956,1.90247139205935,2.08110877154801,1.40562325340539,1.17009117257377,1.00363756954827,2.00848514912193,1.50094062327028,2.10077631742239,1.69507994201233,1.18594468358033,2.05779519325096,1.19819952755885,1.45094342142489,1.61402587196403,1.27679309880215
"17313677",1.28802345171706,1.48921334199936,1.51040171460488,1.26932935471004,1.0437808009493,1.47376288619389,1.31608955027542,1.2767883432154,1.48812402087009,1.00627559851741,1.68914648863071,0.757218389175099,1.13676944948369,1.16697097935212,1.06923487986576,1.52970027666254,1.25028377496336,1.07245956721896,1.15099426990772,1.07525326856683,1.49885190688603
"17373585",1.93698790942889,1.67439646910862,1.97658322751014,1.3720277771512,1.46186959271697,2.01274912161046,2.01274912161046,1.57318992560502,1.75991729330862,1.70272583256167,1.53804125948674,1.35296352517526,1.58726511658988,1.66485109932683,1.72767715008627,1.51761031727522,1.70272583256167,1.70761054509914,1.9349378098196,2.1403765092969,1.87051323043955
"17253133",5.65965977483646,5.73083619271702,5.70624549345151,5.77880783093064,5.98764577777254,5.96223309424859,5.3471964497875,5.51550324605314,5.26079845805207,5.54265659577757,6.2850884897885,6.28927914106004,6.00666965774113,5.91346159552185,5.38254019024617,6.01695329207757,5.86755757129038,6.13621894114651,6.19556591625608,6.01837535033383,5.61074075905264
"17258023",3.4764972420649,3.52612813305575,3.55606045872764,3.93365158579617,3.56692607280959,4.29412057272336,3.23557349664338,3.06953881561897,3.19443092732479,3.54699995251185,3.8754977749777,3.82304324489886,3.8840138109288,3.47268003771565,3.47342607891479,3.39005475227818,3.81731007189106,3.86612800719645,3.59019724852133,3.15749692965999,3.21378622366078
"17298956",2.80374807977186,3.38435729345516,3.69933016166282,3.25969737136425,3.27354790184741,3.16118147869496,3.44298740775971,3.06016434486209,3.5588330382098,2.97539652459073,4.17029089905112,3.12119498774615,2.75381894775816,3.21919552207686,2.80656359584159,2.79988799013836,3.47836930034899,2.71849135780952,3.32630374001579,3.30030683465678,3.11797062031003
"17409575",1.74133752775027,1.27906417658212,1.37039177333789,1.74536023232979,1.12839836145873,1.51302845511917,1.44536921235123,1.54895268088779,1.48791772621234,1.45847332710438,2.28381147359215,2.01128388131546,1.77098899143996,1.39674415652061,1.06621832646458,1.28423764406588,1.48791772621234,1.42116046603354,1.56881084470176,1.88284329186179,1.64344852933825
"17298775",3.85117730630796,4.17805930906913,3.97723451872525,4.46373012932438,3.71631165816628,3.90989324693512,3.48968229185178,3.83259298143223,3.35460625401583,3.44357098261837,3.82195528917976,4.10936857923212,3.97466527668799,3.45732325881207,4.2743061729926,4.08258754962848,4.37506330615701,3.98052920461282,4.03906032934846,3.50349375939852,3.51581168154466
